URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CACHE_CONTROL,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATE_CITY,WHOIS_REG_YEAR,UPDATE_YEAR,DOMAIN_NAME,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,UDP_PACKETS,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,TIPO
B0_1075,40,10,utf-8,Yippee-Ki-Yay,"no-cache, must-revalidate, post-check=0, pre-check=0",12513,US,Arizona,2001,2013,stm.info,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1116,40,7,UTF-8,Apache,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0, public",13183,US,California,2001,2017,gruntsmilitary.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1142,40,7,UTF-8,GSE,"no-cache, no-store, max-age=0, must-revalidate",6222,US,California,2000,2016,blogspot.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_116,40,9,UTF-8,Apache,None,7942,US,California,2005,2016,otakureview.net,8,0,2,1016,0,12,14,1612,1324,12,4,Benigna
B0_1195,40,7,utf-8,Apache/2.2.0 (Fedora),None,11260,CA,Ontario,2002,2016,liveauctioneers.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1228,40,9,utf-8,Apache,"public, max-age=7200",11260,US,Colorado,1996,2016,songlyrics.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1244,40,8,iso-8859-1,Apache/2,None,11260,US,California,2006,2017,4tube.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1311,40,9,ISO-8859-1,nginx,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,AU,Queensland,2006,2017,famouswhy.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1383,40,12,UTF-8,Microsoft-HTTPAPI/2.0,None,3013,US,California,1998,2017,ask.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1415,40,11,utf-8,nginx/1.10.0 (Ubuntu),must-revalidate,11260,US,New York,1995,2017,wn.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_2010,40,10,UTF-8,nginx/1.12.0,"private, s-maxage=0, max-age=0, must-revalidate",4692,US,California,2001,2015,wikipedia.org,7,4,3,630,0,7,5,310,630,7,0,Benigna
B0_2034,40,7,UTF-8,Apache/2.2.22 (Debian),"no-cache, no-store, max-age=0, must-revalidate",9433,US,California,2000,2016,blogspot.com,3,3,1,366,0,3,5,306,366,3,0,Benigna
B0_2068,40,9,UTF-8,Apache/2.2.15 (CentOS),"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2015,wikipedia.org,14,12,5,1092,0,14,4,244,1092,14,0,Benigna
B0_2148,40,9,us-ascii,Apache/2.2.22 (Debian),None,324,US,New Jersey,2002,2015,lrhsd.org,3,3,1,366,0,3,5,306,366,3,0,Benigna
B0_222,40,8,UTF-8,Apache/2,None,11590,US,New York,2005,2011,organizedwisdom.com,156,17,12,23383,0,162,206,295213,23877,162,6,Benigna
B0_2275,40,9,iso-8859-1,Apache,None,230,US,California,1995,2017,infohub.com,5,3,3,486,0,5,4,244,486,5,0,Benigna
B0_2323,40,6,utf-8,AmazonS3,no-cache,11260,US,California,1996,2015,myspace.com,12,4,8,924,0,12,10,642,924,12,0,Benigna
B0_251,40,7,ISO-8859-1,Apache,"private, no-cache, no-store, must-revalidate, max-age=0",618,AU,Victoria,2004,2014,classicaustraliantv.com,24,6,4,1784,0,26,27,23886,1950,26,2,Benigna
B0_309,40,8,ISO-8859-1,Apache/2,None,11260,US,Maine,2008,2016,joshuamadore.com,17,3,9,1394,0,19,20,12358,1546,19,2,Benigna
B0_349,40,9,utf-8,nginx,None,11260,US,Indiana,2007,2016,census-online.us,16,11,2,2272,0,20,26,16035,2576,20,4,Benigna
B0_353,40,9,utf-8,Microsoft-HTTPAPI/2.0,None,622,US,California,1995,2015,yahoo.com,8,1,3,1088,0,14,13,2036,1524,14,6,Benigna
B0_376,40,9,ISO-8859-1,nginx/1.10.0 (Ubuntu),None,11260,US,Missouri,2005,2015,sdsufans.com,21,0,2,2021,0,23,25,26799,2165,23,2,Benigna
B0_391,40,6,us-ascii,nginx/1.12.0,None,324,US,Pennsylvania,2003,2014,thefreedictionary.com,22,0,2,1724,0,24,26,38477,1886,24,2,Benigna
B0_409,40,7,utf-8,Apache/2.2.22 (Debian),None,11260,CA,Ontario,2002,2016,liveauctioneers.com,76,9,7,8268,0,84,88,117625,8898,84,8,Benigna
B0_416,40,6,ISO-8859-1,Apache/2.2.15 (CentOS),None,1108,US,Arizona,2009,2015,blackcatwhitecatphotography.com,15,10,4,1166,0,19,19,1626,1538,19,4,Benigna
B0_442,40,9,utf-8,Apache/2.2.22 (Debian),max-age=900,11260,US,California,2005,2016,zimbio.com,26,1,3,4229,0,30,36,32381,4517,30,4,Benigna
B0_520,40,9,UTF-8,Apache/2,None,63279,US,Ohio,1998,2015,skisite.com,56,4,8,4551,0,60,59,67881,4843,60,4,Benigna
B0_552,40,8,ISO-8859-1,Apache,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",15240,US,Utah,2002,2014,costumecraze.com,8,4,1,1325,0,12,12,2833,1637,12,4,Benigna
B0_562,40,9,utf-8,AmazonS3,"private, must-revalidate, s-maxage=0, max-age=0",65993,US,New York,1996,2016,answers.com,24,0,9,2112,0,28,29,16019,2404,28,4,Benigna
B0_590,40,7,ISO-8859-1,Apache,None,1819,US,California,2002,2017,linkedin.com,48,41,9,6057,0,56,54,15706,6657,56,8,Benigna
B0_685,40,8,ISO-8859-1,AmazonS3,"private, no-cache, no-store, must-revalidate",11260,US,Washington,1996,2016,whitepages.com,16,5,5,1615,0,20,23,25358,1931,20,4,Benigna
B0_697,40,8,UTF-8,nginx,"private, max-age=584",15363,US,New York,1996,2017,cbssports.com,20,5,9,2948,0,24,27,5557,3248,24,4,Benigna
B0_703,40,6,iso-8859-1,Apache/2.2.0 (Fedora),None,411,US,Texas,1999,2017,mineralwellsindex.com,14,1,3,1981,0,20,19,6759,2497,20,6,Benigna
B0_765,40,7,UTF-8,Apache,"private, max-age=0",38119,US,California,2000,2016,blogspot.com,38,1,3,2995,0,44,37,41717,3531,44,6,Benigna
B0_803,40,9,ISO-8859-1,Apache/2,"max-age=1, public, must-revalidate",11260,US,New Jersey,2007,2015,tokyohive.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_863,40,9,utf-8,nginx,no-cache,11260,US,Florida,2000,2016,uslsoccer.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_976,40,7,UTF-8,Microsoft-HTTPAPI/2.0,"no-cache, no-store, max-age=0, must-revalidate",6498,US,California,2000,2016,blogspot.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_980,40,9,utf-8,nginx/1.10.0 (Ubuntu),None,622,US,California,1995,2015,yahoo.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_52,41,10,ISO-8859-1,nginx/1.12.0,None,2516,US,Utah,2000,2016,stormpages.com,24,0,2,4034,0,30,26,12486,4498,30,6,Maligna
M0_92,41,10,iso-8859-1,Apache/2.2.22 (Debian),None,218,UK,London,2005,2016,inlinea.co.uk,7,0,1,737,0,11,10,1162,1047,11,4,Maligna
B0_107,41,6,iso-8859-1,Apache/2.2.15 (CentOS),None,318,JP,Shiga,2016,2017,asiancanadianwritersworkshop.com,8,0,2,1089,0,14,13,1977,1601,14,6,Benigna
B0_1283,41,8,utf-8,Apache/2.2.22 (Debian),None,11260,US,Oregon,2000,2016,discogs.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1296,41,8,utf-8,Apache/2,"private, must-revalidate, s-maxage=0, max-age=0",65473,US,New York,1996,2016,answers.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1373,41,9,UTF-8,Apache,None,11260,US,Pennsylvania,2007,2016,pittsburghnewswire.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1378,41,8,us-ascii,AmazonS3,None,324,UK,Worcs,2006,2016,pagemost.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1425,41,10,utf-8,nginx/1.8.1,"public, max-age=587",11260,US,New York,1994,2016,nhl.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_192,41,9,UTF-8,mw2231.codfw.wmnet,"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2015,wikipedia.org,0,0,0,0,0,0,2,124,0,0,0,Benigna
B0_2019,41,9,UTF-8,mw2165.codfw.wmnet,"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2015,wikipedia.org,3,3,1,366,0,3,4,244,366,3,0,Benigna
B0_2135,41,9,ISO-8859-1,Apache,no-cache,11260,US,Maine,1996,2017,hometownusa.com,7,5,5,630,0,7,7,442,630,7,0,Benigna
B0_238,41,7,ISO-8859-1,openresty/1.11.2.2,None,10588,US,Florida,2002,2014,firestopstandard.com,20,0,2,1895,0,22,24,13792,2055,22,2,Benigna
B0_26,41,8,UTF-8,Apache,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,PA,Panama,2008,2016,tennistweets.com,8,0,1,1078,0,12,12,1532,1390,12,4,Benigna
B0_275,41,9,UTF-8,mw2109.codfw.wmnet,"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2015,wikipedia.org,34,27,3,4891,0,42,37,37001,5499,42,8,Benigna
B0_30,41,7,iso-8859-1,Apache,None,281,US,Pennsylvania,2010,2013,linkinparkradiotakeover.com,18,0,3,1868,0,22,23,18348,2202,22,4,Benigna
B0_364,41,8,us-ascii,Microsoft-IIS/7.5,None,324,US,Kansas,2001,2017,rotaryfirst100.org,10,3,5,1202,0,14,16,1335,1500,14,4,Benigna
B0_373,41,8,UTF-8,Apache,None,11260,JP,Uji Shi,2016,2017,tutorgig.com,34,11,4,3699,0,40,38,27522,4153,40,6,Benigna
B0_390,41,8,UTF-8,Apache,max-age=1,11260,US,Virginia,2010,2017,websitetrafficspy.com,26,0,8,2657,0,30,35,34427,2991,30,4,Benigna
B0_427,41,10,iso-8859-1,Apache,None,13,US,Arizona,2016,2016,pink-party.org,8,3,8,552,0,8,5,420,552,8,0,Benigna
B0_434,41,8,UTF-8,Server,None,11260,US,Washington,1996,2016,imdb.com,40,12,6,3079,0,44,53,38924,3359,44,4,Benigna
B0_731,41,10,utf-8,nginx/1.8.1,"public, max-age=549",11260,US,New York,1994,2016,nhl.com,10,1,4,1198,0,16,16,2763,1616,16,6,Benigna
B0_829,41,10,UTF-8,Apache-Coyote/1.1,None,9817,UK,London,1997,2015,192.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_855,41,9,ISO-8859-1,Apache,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,AU,Queensland,2006,2017,famouswhy.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_910,41,9,ISO-8859-1,nginx,None,11260,FR,Paris,2005,2016,pschitt.info,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_40,42,10,utf-8,nginx/1.10.1,"no-cache, pre-check=0, post-check=0",11260,RU,Saint-Petersburg,2002,2018,propan.ru,15,0,3,2124,0,17,20,12884,2270,17,2,Maligna
M0_47,42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD),None,2516,US,Utah,2000,2016,stormpages.com,24,0,2,4035,0,30,25,12416,4499,30,6,Maligna
M0_48,42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD),None,2516,US,Utah,2000,2016,stormpages.com,25,0,2,4101,0,31,28,12614,4565,31,6,Maligna
M0_50,42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) ,None,2516,US,Utah,2000,2016,stormpages.com,23,0,2,3969,0,29,24,12354,4433,29,6,Maligna
M0_53,42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD),None,2516,US,Utah,2000,2016,stormpages.com,25,0,2,4101,0,31,28,12614,4565,31,6,Maligna
M1_3,42,8,ISO-8859-1,Apache,None,895,US,Arizona,2013,2018,apexgames.org,15,0,6,1980,0,19,17,5911,2334,19,4,Maligna
B0_1131,42,8,utf-8,Apache/2.4.25,"no-cache, must-revalidate, post-check=0, pre-check=0",11260,IN,Karnataka,2006,2014,chakpak.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1139,42,7,utf-8,nginx/1.10.1,None,11260,US,Texas,1997,2017,teampages.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1236,42,10,UTF-8,nginx,None,11260,US,Arizona,2006,2015,lyricsmode.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1257,42,8,UTF-8,Apache,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",7289,CA,Ontario,1999,2015,lizbellagency.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1260,42,8,UTF-8,Apache/2.4.25,"no-cache, must-revalidate, max-age=0",4974,CA,Quebec,2008,2015,jplafortune.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1266,42,10,utf-8,cloudflare-nginx,None,11260,US,Arizona,2009,2015,mp3bear.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1268,42,9,UTF-8,mw2225.codfw.wmnet,"private, s-maxage=0, max-age=0, must-revalidate",4691,US,California,2001,2015,wikipedia.org,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1303,42,8,utf-8,nginx/1.1.19,"max-age=0, private, must-revalidate",11260,US,California,1996,2015,spoke.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1351,42,11,UTF-8,nginx,None,11260,US,Arizona,2004,2014,ieet.org,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1375,42,10,ISO-8859-1,Apache/2.2.0 (Fedora),None,1819,US,California,2002,2017,linkedin.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1422,42,9,ISO-8859-1,Apache,"private, no-cache, no-store, must-revalidate",1505,US,Ohio,2004,2017,manta.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_146,42,9,UTF-8,Apache/2,None,7509,US,New Jersey,1999,2013,offoffoff.com,7,0,2,985,0,13,12,1496,1433,13,6,Benigna
B0_2112,42,9,ISO-8859-1,nginx,private,5127,US,California,1995,2017,ebay.com,4,3,2,432,0,4,5,310,432,4,0,Benigna
B0_2172,42,7,ISO-8859-1,Microsoft-HTTPAPI/2.0,"public, max-age=900, s-maxage=300, must-revalidate",11260,US,Indiana,2002,2013,sunglasswarehouse.com,6,4,4,528,0,6,8,612,528,6,0,Benigna
B0_2185,42,9,UTF-8,nginx/1.10.0 (Ubuntu),max-age=2592000,11260,US,Florida,1994,2018,nsb.com,6,5,2,540,0,6,7,473,540,6,0,Benigna
B0_2218,42,8,UTF-8,nginx/1.12.0,"no-cache, must-revalidate, max-age=0",11260,AU,New South Wales,2015,2017,truepicturesinc.com,5,3,3,498,0,5,6,376,498,5,0,Benigna
B0_2231,42,9,us-ascii,Apache/2.2.22 (Debian),None,324,CA,Quebec,2000,2014,bell.ca,8,8,3,636,0,8,6,364,636,8,0,Benigna
B0_291,42,8,UTF-8,Apache/2.2.15 (CentOS),"max-age=3600, public, must-revalidate, proxy-revalidate",11260,IR,Dublin,1996,2016,nme.com,33,0,5,2706,0,37,35,41737,2982,37,4,Benigna
B0_314,42,8,UTF-8,Apache/2.2.22 (Debian),"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",2766,CN,Jiang Su,2009,2017,alltherapist.com,33,4,9,3088,0,41,34,12104,3720,41,8,Benigna
B0_328,42,8,utf-8,Apache/2,no-cache,11260,US,California,1996,2015,myspace.com,28,20,2,2780,0,32,36,27390,3064,32,4,Benigna
B0_33,42,9,ISO-8859-1,Apache,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,AU,Queensland,2006,2017,famouswhy.com,15,6,10,950,0,17,18,1327,1110,17,2,Benigna
B0_363,42,7,utf-8,AmazonS3,"max-age=0, private, must-revalidate",11260,US,Illinois,2006,2017,perkyparrots.com,19,15,3,2864,0,23,26,10465,3168,23,4,Benigna
B0_510,42,9,UTF-8,nginx/1.12.0,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",10561,JP,Osaka,2017,2017,lyricsbay.com,15,4,4,1540,0,19,21,25529,1844,19,4,Benigna
B0_518,42,9,UTF-8,Apache/2.2.22 (Debian),"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",8769,SC,Mahe,2015,2017,peeepl.com,5,0,3,334,0,7,6,412,474,7,2,Benigna
B0_527,42,7,UTF-8,Apache/2.2.15 (CentOS),"no-cache, no-store, max-age=0, must-revalidate",12608,US,California,2000,2016,blogspot.com,71,9,13,7856,0,77,68,82332,8384,77,6,Benigna
B0_575,42,9,us-ascii,Apache/2.2.22 (Debian),None,324,US,California,1998,2017,scout.com,29,14,15,2767,0,33,27,3550,3073,33,4,Benigna
B0_603,42,8,UTF-8,Apache/2,None,94,AU,New South Wales,2004,2016,factbites.com,14,0,3,1102,0,16,8,1015,1248,16,2,Benigna
B0_818,42,8,ISO-8859-1,Apache,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,US,New Jersey,2003,2016,flixster.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_840,42,8,us-ascii,AmazonS3,None,324,US,California,2016,2017,pressarchive.net,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_92,42,8,utf-8,Apache/2.2.0 (Fedora),no-cache,11260,US,California,1996,2015,myspace.com,22,15,2,2432,0,26,32,27169,2716,26,4,Benigna
B0_939,42,9,ISO-8859-1,Apache,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,AU,Queensland,2006,2017,famouswhy.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_963,42,7,ISO-8859-1,Apache/2,None,497,US,Pennsylvania,2010,2016,profusiontalent.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_54,43,10,ISO-8859-1,nginx,None,2516,US,Utah,2000,2016,stormpages.com,23,0,2,3970,0,29,27,12548,4434,29,6,Maligna
M0_64,43,11,iso-8859-1,Microsoft-HTTPAPI/2.0,None,11260,KR,Gyeonggi,2000,2015,sportsulsan.co.kr,10,0,5,925,0,12,12,1399,1079,12,2,Maligna
M0_9,43,10,ISO-8859-1,nginx/1.10.0 (Ubuntu),no-cache,11260,US,Washington,2003,2017,realinnovation.com,8,0,1,1045,0,10,9,2806,1209,10,2,Maligna
M0_95,43,10,UTF-8,nginx/1.12.0,"no-cache, must-revalidate, max-age=0",7550,US,California,2004,2016,secondome.com,11,0,1,883,0,13,13,8893,1037,13,2,Maligna
B0_1005,43,8,us-ascii,Apache/2.2.22 (Debian),None,324,US,Washington,2002,2017,thaiwebsites.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1010,43,9,utf-8,Apache/2.2.15 (CentOS),None,11260,US,Florida,2000,2016,uslsoccer.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1112,43,9,ISO-8859-1,Apache/2.2.22 (Debian),"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,AU,Queensland,2006,2017,famouswhy.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1177,43,9,ISO-8859-1,Apache/2,None,11260,US,Washington,2001,2015,lyricsfreak.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_120,43,8,iso-8859-1,Apache,None,236,US,California,2004,2017,history-world.org,16,0,1,1151,0,18,19,24455,1305,18,2,Benigna
B0_1420,43,9,ISO-8859-1,Apache/2.2.0 (Fedora),"private, no-cache, no-store, must-revalidate",11260,US,California,1997,2016,facebook.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_180,43,8,utf-8,Apache,None,11260,UK,London,1995,2014,thomascook.com,15,6,5,1528,0,21,21,3023,1988,21,6,Benigna
B0_2008,43,7,UTF-8,Apache/2,max-age=0,11260,US,California,2001,2017,catchwordbranding.com,15,3,4,1110,0,15,4,244,1110,15,0,Benigna
B0_2036,43,9,UTF-8,nginx,"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2015,wikipedia.org,29,10,11,2022,0,29,12,803,2022,29,0,Benigna
B0_206,43,7,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,California,2002,2016,wantickets.com,39,9,5,4044,0,43,39,44173,4420,43,4,Benigna
B0_2070,43,8,utf-8,nginx/1.10.0 (Ubuntu),"max-age=0, private, must-revalidate",13089,US,California,1996,2015,spoke.com,4,3,2,408,0,4,7,448,408,4,0,Benigna
B0_2188,43,9,utf-8,nginx/1.12.0,"private, max-age=0, must-revalidate",19724,US,Arizona,1996,2017,tributes.com,4,3,2,420,0,4,6,366,420,4,0,Benigna
B0_2194,43,9,UTF-8,Apache/2.2.22 (Debian),"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2015,wikipedia.org,9,5,6,750,0,9,8,502,750,9,0,Benigna
B0_236,43,9,UTF-8,Apache/2.2.15 (CentOS),"max-age=3600, public, must-revalidate, proxy-revalidate",11260,IR,Dublin,1996,2016,nme.com,33,1,4,2756,0,37,37,41938,3032,37,4,Benigna
B0_242,43,9,utf-8,Apache/2.2.22 (Debian),None,389,US,California,1999,2013,metacritic.com,83,2,3,6008,0,87,107,147266,6312,87,4,Benigna
B0_271,43,8,UTF-8,Apache/2,"no-cache, no-store, max-age=0, must-revalidate",11260,US,Arizona,2006,2016,boobpedia.com,84,13,6,7403,0,86,71,117282,7549,86,2,Benigna
B0_324,43,9,ISO-8859-1,Apache,no-cache,6744,US,California,1999,2013,pipl.com,22,3,8,2267,0,28,31,9811,2701,28,6,Benigna
B0_331,43,12,ISO-8859,AmazonS3,None,5653,CA,Quebec,2000,2015,concordia.ca,8,0,3,803,0,12,12,2190,1097,12,4,Benigna
B0_354,43,8,us-ascii,Microsoft-IIS/7.5,None,324,US,California,2003,2016,wordiq.com,25,2,6,2444,0,31,17,1984,2874,31,6,Benigna
B0_43,43,9,ISO-8859-1,cloudflare-nginx,private,11260,CA,Quebec,2002,2016,progarchives.com,20,4,7,1511,0,22,21,14430,1663,22,2,Benigna
B0_553,43,10,utf-8,nginx,must-revalidate,11260,US,New York,1995,2017,wn.com,23,15,9,2479,0,27,24,6085,2743,27,4,Benigna
B0_612,43,7,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,Pennsylvania,2003,2014,thefreedictionary.com,17,7,3,2715,0,23,20,20139,3187,23,6,Benigna
B0_667,43,7,ISO-8859-1,Apache,None,497,UK,London,2006,2016,visionsofthecity.com,45,3,7,4178,0,51,50,44810,4646,51,6,Benigna
B0_782,43,10,UTF-8,Resin/3.1.8,private,11260,US,Florida,1995,2013,psr.org,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_885,43,9,UTF-8,mw2164.codfw.wmnet,"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2015,wikipedia.org,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_989,43,10,utf-8,Microsoft-IIS/8.5,private,4816,US,Colorado,2015,2016,joyhiphop.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_49,44,10,ISO-8859-1,Apache/2.2.14 (FreeBSD),None,2516,US,Utah,2000,2016,stormpages.com,22,0,2,3444,0,28,24,9819,3908,28,6,Maligna
B0_1055,44,10,utf-8,nginx/1.6.2,None,8219,US,Colorado,2005,2017,filecraft.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1097,44,8,ISO-8859-1,nginx,"private, no-cache, no-store, must-revalidate",11260,US,Washington,1996,2016,whitepages.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1180,44,9,utf-8,ATS,None,634,US,California,1995,2015,yahoo.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1213,44,9,UTF-8,mw2242.codfw.wmnet,"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2015,wikipedia.org,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1230,44,9,UTF-8,nginx,None,11260,US,New York,1996,2017,poets.org,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1405,44,7,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,Pennsylvania,2003,2014,thefreedictionary.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_190,44,8,ISO-8859-1,nginx,"private, no-cache, no-store, must-revalidate",11260,US,Washington,1996,2016,whitepages.com,19,0,2,1809,0,23,23,26805,2125,23,4,Benigna
B0_2055,44,10,UTF-8,Apache/2.4.6 (CentOS) ,None,11260,AU,Manuka,2006,2013,whosdatedwho.com,17,7,6,1242,0,17,13,962,1242,17,0,Benigna
B0_2090,44,9,ISO-8859-1,nginx,"private, no-cache, no-store, must-revalidate",1511,US,Ohio,2004,2017,manta.com,6,4,3,640,0,6,8,606,640,6,0,Benigna
B0_2139,44,11,ISO-8859-1,Apache/2.2.0 (Fedora),None,1819,US,California,2002,2017,linkedin.com,5,3,2,498,0,5,7,438,498,5,0,Benigna
B0_2140,44,10,utf-8,Apache,"private, s-maxage=0, max-age=0, must-revalidate",45958,CA,Ontario,2003,2016,wikia.com,6,6,3,540,0,6,8,539,540,6,0,Benigna
B0_2151,44,9,UTF-8,Apache/2,"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2015,wikipedia.org,39,19,10,2742,0,39,5,306,2742,39,0,Benigna
B0_2257,44,7,UTF-8,nginx,"no-cache, must-revalidate, max-age=0",11260,US,Arizona,2008,2016,monitorbankrates.com,14,7,12,1092,0,14,15,970,1092,14,0,Benigna
B0_226,44,8,ISO-8859-1,Microsoft-HTTPAPI/2.0,None,11,US,Kansas,2000,2017,absoluteastronomy.com,40,6,5,4203,0,42,42,47931,4365,42,2,Benigna
B0_235,44,9,us-ascii,nginx/1.10.0 (Ubuntu),None,324,US,Utah,1999,2014,genealogy.com,26,10,6,2512,0,32,33,7155,2982,32,6,Benigna
B0_239,44,9,UTF-8,nginx/1.12.0,"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2015,wikipedia.org,40,35,2,5987,0,48,48,38230,6595,48,8,Benigna
B0_277,44,9,UTF-8,Apache/2.2.22 (Debian),"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2015,wikipedia.org,37,32,2,5805,0,45,41,40585,6413,45,8,Benigna
B0_289,44,9,utf-8,Apache/2.2.15 (CentOS),"private, s-maxage=0, max-age=0, must-revalidate",44446,CA,Ontario,2003,2016,wikia.com,157,2,5,11053,0,159,176,284743,11211,159,2,Benigna
B0_316,44,8,iso-8859-1,Apache/2.2.22 (Debian),None,345,US,Florida,2000,2016,leveillee.net,12,4,3,972,0,14,16,15901,1118,14,2,Benigna
B0_408,44,9,ISO-8859-1,Apache/2,no-cache,674,US,California,1999,2013,pipl.com,15,0,6,1556,0,21,20,9023,1988,21,6,Benigna
B0_436,44,9,utf-8,Apache,None,11260,US,Florida,2000,2016,uslsoccer.com,29,16,7,2326,0,33,25,3623,2626,33,4,Benigna
B0_49,44,8,UTF-8,AmazonS3,"max-age=0, no-cache, no-store",25825,US,California,1995,2013,reference.com,71,1,6,5647,0,79,79,120385,6295,79,8,Benigna
B0_51,44,8,UTF-8,Server,None,11260,US,Washington,1996,2016,imdb.com,23,6,9,1942,0,27,25,15275,2222,27,4,Benigna
B0_550,44,9,ISO-8859-1,nginx/1.13.0,None,11260,UK,Gloucester,2005,2015,spiritus-temporis.com,6,0,1,672,0,8,8,1381,834,8,2,Benigna
